fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,winetype,quality
8.900000,0.320000,0.310000,2.000000,0.088000,12,19,0.995700,3.170000,0.550000,10.400000,"red",6
7.700000,1.005000,0.150000,2.100000,0.102000,11,32,0.996040,3.230000,0.480000,10.000000,"red",5
7.500000,0.710000,0.000000,1.600000,0.092000,22,31,0.996350,3.380000,0.580000,10.000000,"red",6
8.000000,0.580000,0.160000,2.000000,0.120000,3,7,0.994540,3.220000,0.580000,11.200000,"red",6
10.500000,0.390000,0.460000,2.200000,0.075000,14,27,0.995980,3.060000,0.840000,11.400000,"red",6
8.900000,0.380000,0.400000,2.200000,0.068000,12,28,0.994860,3.270000,0.750000,12.600000,"red",7
8.000000,0.180000,0.370000,0.900000,0.049000,36,109,0.990070,2.890000,0.440000,12.700000,"red",6
8.000000,0.180000,0.370000,0.900000,0.049000,36,109,0.990070,2.890000,0.440000,12.700000,"red",6
7.000000,0.500000,0.140000,1.800000,0.078000,10,23,0.996360,3.530000,0.610000,10.400000,"red",5
11.300000,0.360000,0.660000,2.400000,0.123000,3,8,0.996420,3.200000,0.530000,11.900000,"red",6
11.300000,0.360000,0.660000,2.400000,0.123000,3,8,0.996420,3.200000,0.530000,11.900000,"red",6
7.000000,0.510000,0.090000,2.100000,0.062000,4,9,0.995840,3.350000,0.540000,10.500000,"red",5
8.200000,0.320000,0.420000,2.300000,0.098000,3,9,0.995060,3.270000,0.550000,12.300000,"red",6
7.700000,0.580000,0.010000,1.800000,0.088000,12,18,0.995680,3.320000,0.560000,10.500000,"red",7
8.600000,0.830000,0.000000,2.800000,0.095000,17,43,0.998220,3.330000,0.600000,10.400000,"red",6
7.900000,0.310000,0.320000,1.900000,0.066000,14,36,0.993640,3.410000,0.560000,12.600000,"red",6
6.400000,0.795000,0.000000,2.200000,0.065000,28,52,0.993780,3.490000,0.520000,11.600000,"red",5
7.200000,0.340000,0.210000,2.500000,0.075000,41,68,0.995860,3.370000,0.540000,10.100000,"red",6
7.700000,0.580000,0.010000,1.800000,0.088000,12,18,0.995680,3.320000,0.560000,10.500000,"red",7
7.100000,0.590000,0.000000,2.100000,0.091000,9,14,0.994880,3.420000,0.550000,11.500000,"red",7
7.300000,0.550000,0.010000,1.800000,0.093000,9,15,0.995140,3.350000,0.580000,11.000000,"red",7
8.100000,0.820000,0.000000,4.100000,0.095000,5,14,0.998540,3.360000,0.530000,9.600000,"red",5
7.500000,0.570000,0.080000,2.600000,0.089000,14,27,0.995920,3.300000,0.590000,10.400000,"red",6
8.900000,0.745000,0.180000,2.500000,0.077000,15,48,0.997390,3.200000,0.470000,9.700000,"red",6
10.100000,0.370000,0.340000,2.400000,0.085000,5,17,0.996830,3.170000,0.650000,10.600000,"red",7
7.600000,0.310000,0.340000,2.500000,0.082000,26,35,0.993560,3.220000,0.590000,12.500000,"red",7
7.300000,0.910000,0.100000,1.800000,0.074000,20,56,0.996720,3.350000,0.560000,9.200000,"red",5
8.700000,0.410000,0.410000,6.200000,0.078000,25,42,0.995300,3.240000,0.770000,12.600000,"red",7
8.900000,0.500000,0.210000,2.200000,0.088000,21,39,0.996920,3.330000,0.830000,11.100000,"red",6
7.400000,0.965000,0.000000,2.200000,0.088000,16,32,0.997560,3.580000,0.670000,10.200000,"red",5
6.900000,0.490000,0.190000,1.700000,0.079000,13,26,0.995470,3.380000,0.640000,9.800000,"red",6
8.900000,0.500000,0.210000,2.200000,0.088000,21,39,0.996920,3.330000,0.830000,11.100000,"red",6
9.500000,0.390000,0.410000,8.900000,0.069000,18,39,0.998590,3.290000,0.810000,10.900000,"red",7
6.400000,0.390000,0.330000,3.300000,0.046000,12,53,0.992940,3.360000,0.620000,12.200000,"red",6
6.900000,0.440000,0.000000,1.400000,0.070000,32,38,0.994380,3.320000,0.580000,11.400000,"red",6
7.600000,0.780000,0.000000,1.700000,0.076000,33,45,0.996120,3.310000,0.620000,10.700000,"red",6
7.100000,0.430000,0.170000,1.800000,0.082000,27,51,0.996340,3.490000,0.640000,10.400000,"red",5
9.300000,0.490000,0.360000,1.700000,0.081000,3,14,0.997020,3.270000,0.780000,10.900000,"red",6
9.300000,0.500000,0.360000,1.800000,0.084000,6,17,0.997040,3.270000,0.770000,10.800000,"red",6
7.100000,0.430000,0.170000,1.800000,0.082000,27,51,0.996340,3.490000,0.640000,10.400000,"red",5
8.500000,0.460000,0.590000,1.400000,0.414000,16,45,0.997020,3.030000,1.340000,9.200000,"red",5
5.600000,0.605000,0.050000,2.400000,0.073000,19,25,0.992580,3.560000,0.550000,12.900000,"red",5
8.300000,0.330000,0.420000,2.300000,0.070000,9,20,0.994260,3.380000,0.770000,12.700000,"red",7
8.200000,0.640000,0.270000,2.000000,0.095000,5,77,0.997470,3.130000,0.620000,9.100000,"red",6
8.200000,0.640000,0.270000,2.000000,0.095000,5,77,0.997470,3.130000,0.620000,9.100000,"red",6
8.900000,0.480000,0.530000,4.000000,0.101000,3,10,0.995860,3.210000,0.590000,12.100000,"red",7
7.600000,0.420000,0.250000,3.900000,0.104000,28,90,0.997840,3.150000,0.570000,9.100000,"red",5
9.900000,0.530000,0.570000,2.400000,0.093000,30,52,0.997100,3.190000,0.760000,11.600000,"red",7
8.900000,0.480000,0.530000,4.000000,0.101000,3,10,0.995860,3.210000,0.590000,12.100000,"red",7
11.600000,0.230000,0.570000,1.800000,0.074000,3,8,0.998100,3.140000,0.700000,9.900000,"red",6
9.100000,0.400000,0.500000,1.800000,0.071000,7,16,0.994620,3.210000,0.690000,12.500000,"red",8
8.000000,0.380000,0.440000,1.900000,0.098000,6,15,0.995600,3.300000,0.640000,11.400000,"red",6
10.200000,0.290000,0.650000,2.400000,0.075000,6,17,0.995650,3.220000,0.630000,11.800000,"red",6
8.200000,0.740000,0.090000,2.000000,0.067000,5,10,0.994180,3.280000,0.570000,11.800000,"red",6
7.700000,0.610000,0.180000,2.400000,0.083000,6,20,0.996300,3.290000,0.600000,10.200000,"red",6
6.600000,0.520000,0.080000,2.400000,0.070000,13,26,0.993580,3.400000,0.720000,12.500000,"red",7
11.100000,0.310000,0.530000,2.200000,0.060000,3,10,0.995720,3.020000,0.830000,10.900000,"red",7
11.100000,0.310000,0.530000,2.200000,0.060000,3,10,0.995720,3.020000,0.830000,10.900000,"red",7
8.000000,0.620000,0.350000,2.800000,0.086000,28,52,0.997000,3.310000,0.620000,10.800000,"red",5
9.300000,0.330000,0.450000,1.500000,0.057000,19,37,0.994980,3.180000,0.890000,11.100000,"red",7
7.500000,0.770000,0.200000,8.100000,0.098000,30,92,0.998920,3.200000,0.580000,9.200000,"red",5
7.200000,0.350000,0.260000,1.800000,0.083000,33,75,0.996800,3.400000,0.580000,9.500000,"red",6
8.000000,0.620000,0.330000,2.700000,0.088000,16,37,0.997200,3.310000,0.580000,10.700000,"red",6
7.500000,0.770000,0.200000,8.100000,0.098000,30,92,0.998920,3.200000,0.580000,9.200000,"red",5
9.100000,0.250000,0.340000,2.000000,0.071000,45,67,0.997690,3.440000,0.860000,10.200000,"red",7
9.900000,0.320000,0.560000,2.000000,0.073000,3,8,0.995340,3.150000,0.730000,11.400000,"red",6
8.600000,0.370000,0.650000,6.400000,0.080000,3,8,0.998170,3.270000,0.580000,11.000000,"red",5
8.600000,0.370000,0.650000,6.400000,0.080000,3,8,0.998170,3.270000,0.580000,11.000000,"red",5
7.900000,0.300000,0.680000,8.300000,0.050000,37,278,0.993160,3.010000,0.510000,12.300000,"red",7
10.300000,0.270000,0.560000,1.400000,0.047000,3,8,0.994710,3.160000,0.510000,11.800000,"red",6
7.900000,0.300000,0.680000,8.300000,0.050000,37,289,0.993160,3.010000,0.510000,12.300000,"red",7
7.200000,0.380000,0.300000,1.800000,0.073000,31,70,0.996850,3.420000,0.590000,9.500000,"red",6
8.700000,0.420000,0.450000,2.400000,0.072000,32,59,0.996170,3.330000,0.770000,12.000000,"red",6
7.200000,0.380000,0.300000,1.800000,0.073000,31,70,0.996850,3.420000,0.590000,9.500000,"red",6
6.800000,0.480000,0.080000,1.800000,0.074000,40,64,0.995290,3.120000,0.490000,9.600000,"red",5
8.500000,0.340000,0.400000,4.700000,0.055000,3,9,0.997380,3.380000,0.660000,11.600000,"red",7
7.900000,0.190000,0.420000,1.600000,0.057000,18,30,0.994000,3.290000,0.690000,11.200000,"red",6
11.600000,0.410000,0.540000,1.500000,0.095000,22,41,0.997350,3.020000,0.760000,9.900000,"red",7
11.600000,0.410000,0.540000,1.500000,0.095000,22,41,0.997350,3.020000,0.760000,9.900000,"red",7
10.000000,0.260000,0.540000,1.900000,0.083000,42,74,0.994510,2.980000,0.630000,11.800000,"red",8
7.900000,0.340000,0.420000,2.000000,0.086000,8,19,0.995460,3.350000,0.600000,11.400000,"red",6
7.000000,0.540000,0.090000,2.000000,0.081000,10,16,0.994790,3.430000,0.590000,11.500000,"red",6
9.200000,0.310000,0.360000,2.200000,0.079000,11,31,0.996150,3.330000,0.860000,12.000000,"red",7
6.600000,0.725000,0.090000,5.500000,0.117000,9,17,0.996550,3.350000,0.490000,10.800000,"red",6
9.400000,0.400000,0.470000,2.500000,0.087000,6,20,0.997720,3.150000,0.500000,10.500000,"red",5
6.600000,0.725000,0.090000,5.500000,0.117000,9,17,0.996550,3.350000,0.490000,10.800000,"red",6
8.600000,0.520000,0.380000,1.500000,0.096000,5,18,0.996660,3.200000,0.520000,9.400000,"red",5
8.000000,0.310000,0.450000,2.100000,0.216000,5,16,0.993580,3.150000,0.810000,12.500000,"red",7
8.600000,0.520000,0.380000,1.500000,0.096000,5,18,0.996660,3.200000,0.520000,9.400000,"red",5
8.400000,0.340000,0.420000,2.100000,0.072000,23,36,0.993920,3.110000,0.780000,12.400000,"red",6
7.400000,0.490000,0.270000,2.100000,0.071000,14,25,0.993880,3.350000,0.630000,12.000000,"red",6
6.100000,0.480000,0.090000,1.700000,0.078000,18,30,0.994020,3.450000,0.540000,11.200000,"red",6
7.400000,0.490000,0.270000,2.100000,0.071000,14,25,0.993880,3.350000,0.630000,12.000000,"red",6
8.000000,0.480000,0.340000,2.200000,0.073000,16,25,0.993600,3.280000,0.660000,12.400000,"red",6
6.300000,0.570000,0.280000,2.100000,0.048000,13,49,0.993740,3.410000,0.600000,12.800000,"red",5
8.200000,0.230000,0.420000,1.900000,0.069000,9,17,0.993760,3.210000,0.540000,12.300000,"red",6
9.100000,0.300000,0.410000,2.000000,0.068000,10,24,0.995230,3.270000,0.850000,11.700000,"red",7
8.100000,0.780000,0.100000,3.300000,0.090000,4,13,0.998550,3.360000,0.490000,9.500000,"red",5
10.800000,0.470000,0.430000,2.100000,0.171000,27,66,0.998200,3.170000,0.760000,10.800000,"red",6
8.300000,0.530000,0.000000,1.400000,0.070000,6,14,0.995930,3.250000,0.640000,10.000000,"red",6
5.400000,0.420000,0.270000,2.000000,0.092000,23,55,0.994710,3.780000,0.640000,12.300000,"red",7
7.900000,0.330000,0.410000,1.500000,0.056000,6,35,0.993960,3.290000,0.710000,11.000000,"red",6
8.900000,0.240000,0.390000,1.600000,0.074000,3,10,0.996980,3.120000,0.590000,9.500000,"red",6
5.000000,0.400000,0.500000,4.300000,0.046000,29,80,0.990200,3.490000,0.660000,13.600000,"red",6
7.000000,0.690000,0.070000,2.500000,0.091000,15,21,0.995720,3.380000,0.600000,11.300000,"red",6
7.000000,0.690000,0.070000,2.500000,0.091000,15,21,0.995720,3.380000,0.600000,11.300000,"red",6
7.000000,0.690000,0.070000,2.500000,0.091000,15,21,0.995720,3.380000,0.600000,11.300000,"red",6
7.100000,0.390000,0.120000,2.100000,0.065000,14,24,0.992520,3.300000,0.530000,13.300000,"red",6
5.600000,0.660000,0.000000,2.500000,0.066000,7,15,0.992560,3.520000,0.580000,12.900000,"red",5
7.900000,0.540000,0.340000,2.500000,0.076000,8,17,0.992350,3.200000,0.720000,13.100000,"red",8
6.600000,0.500000,0.000000,1.800000,0.062000,21,28,0.993520,3.440000,0.550000,12.300000,"red",6
6.300000,0.470000,0.000000,1.400000,0.055000,27,33,0.992200,3.450000,0.480000,12.300000,"red",6
10.700000,0.400000,0.370000,1.900000,0.081000,17,29,0.996740,3.120000,0.650000,11.200000,"red",6
6.500000,0.580000,0.000000,2.200000,0.096000,3,13,0.995570,3.620000,0.620000,11.500000,"red",4
8.800000,0.240000,0.350000,1.700000,0.055000,13,27,0.993940,3.140000,0.590000,11.300000,"red",7
5.800000,0.290000,0.260000,1.700000,0.063000,3,11,0.991500,3.390000,0.540000,13.500000,"red",6
6.300000,0.760000,0.000000,2.900000,0.072000,26,52,0.993790,3.510000,0.600000,11.500000,"red",6
10.000000,0.430000,0.330000,2.700000,0.095000,28,89,0.998400,3.220000,0.680000,10.000000,"red",5
10.500000,0.430000,0.350000,3.300000,0.092000,24,70,0.997980,3.210000,0.690000,10.500000,"red",6
9.100000,0.600000,0.000000,1.900000,0.058000,5,10,0.997700,3.180000,0.630000,10.400000,"red",6
5.900000,0.190000,0.210000,1.700000,0.045000,57,135,0.993410,3.320000,0.440000,9.500000,"red",5
7.400000,0.360000,0.340000,1.800000,0.075000,18,38,0.993300,3.380000,0.880000,13.600000,"red",7
7.200000,0.480000,0.070000,5.500000,0.089000,10,18,0.996840,3.370000,0.680000,11.200000,"red",7
8.500000,0.280000,0.350000,1.700000,0.061000,6,15,0.995240,3.300000,0.740000,11.800000,"red",7
8.000000,0.250000,0.430000,1.700000,0.067000,22,50,0.994600,3.380000,0.600000,11.900000,"red",6
10.400000,0.520000,0.450000,2.000000,0.080000,6,13,0.997740,3.220000,0.760000,11.400000,"red",6
10.400000,0.520000,0.450000,2.000000,0.080000,6,13,0.997740,3.220000,0.760000,11.400000,"red",6
7.500000,0.410000,0.150000,3.700000,0.104000,29,94,0.997860,3.140000,0.580000,9.100000,"red",5
8.200000,0.510000,0.240000,2.000000,0.079000,16,86,0.997640,3.340000,0.640000,9.500000,"red",6
7.300000,0.400000,0.300000,1.700000,0.080000,33,79,0.996900,3.410000,0.650000,9.500000,"red",6
8.200000,0.380000,0.320000,2.500000,0.080000,24,71,0.996240,3.270000,0.850000,11.000000,"red",6
6.900000,0.450000,0.110000,2.400000,0.043000,6,12,0.993540,3.300000,0.650000,11.400000,"red",6
7.000000,0.220000,0.300000,1.800000,0.065000,16,20,0.996720,3.610000,0.820000,10.000000,"red",6
7.300000,0.320000,0.230000,2.300000,0.066000,35,70,0.995880,3.430000,0.620000,10.100000,"red",5
8.200000,0.200000,0.430000,2.500000,0.076000,31,51,0.996720,3.530000,0.810000,10.400000,"red",6
7.800000,0.500000,0.120000,1.800000,0.178000,6,21,0.996000,3.280000,0.870000,9.800000,"red",6
10.000000,0.410000,0.450000,6.200000,0.071000,6,14,0.997020,3.210000,0.490000,11.800000,"red",7
7.800000,0.390000,0.420000,2.000000,0.086000,9,21,0.995260,3.390000,0.660000,11.600000,"red",6
10.000000,0.350000,0.470000,2.000000,0.061000,6,11,0.995850,3.230000,0.520000,12.000000,"red",6
8.200000,0.330000,0.320000,2.800000,0.067000,4,12,0.994730,3.300000,0.760000,12.800000,"red",7
6.100000,0.580000,0.230000,2.500000,0.044000,16,70,0.993520,3.460000,0.650000,12.500000,"red",6
8.300000,0.600000,0.250000,2.200000,0.118000,9,38,0.996160,3.150000,0.530000,9.800000,"red",5
9.600000,0.420000,0.350000,2.100000,0.083000,17,38,0.996220,3.230000,0.660000,11.100000,"red",6
6.600000,0.580000,0.000000,2.200000,0.100000,50,63,0.995440,3.590000,0.680000,11.400000,"red",6
8.300000,0.600000,0.250000,2.200000,0.118000,9,38,0.996160,3.150000,0.530000,9.800000,"red",5
8.500000,0.180000,0.510000,1.750000,0.071000,45,88,0.995240,3.330000,0.760000,11.800000,"red",7
5.100000,0.510000,0.180000,2.100000,0.042000,16,101,0.992400,3.460000,0.870000,12.900000,"red",7
6.700000,0.410000,0.430000,2.800000,0.076000,22,54,0.995720,3.420000,1.160000,10.600000,"red",6
10.200000,0.410000,0.430000,2.200000,0.110000,11,37,0.997280,3.160000,0.670000,10.800000,"red",5
10.600000,0.360000,0.570000,2.300000,0.087000,6,20,0.996760,3.140000,0.720000,11.100000,"red",7
8.800000,0.450000,0.430000,1.400000,0.076000,12,21,0.995510,3.210000,0.750000,10.200000,"red",6
8.500000,0.320000,0.420000,2.300000,0.075000,12,19,0.994340,3.140000,0.710000,11.800000,"red",7
9.000000,0.785000,0.240000,1.700000,0.078000,10,21,0.996920,3.290000,0.670000,10.000000,"red",5
9.000000,0.785000,0.240000,1.700000,0.078000,10,21,0.996920,3.290000,0.670000,10.000000,"red",5
8.500000,0.440000,0.500000,1.900000,0.369000,15,38,0.996340,3.010000,1.100000,9.400000,"red",5
9.900000,0.540000,0.260000,2.000000,0.111000,7,60,0.997090,2.940000,0.980000,10.200000,"red",5
8.200000,0.330000,0.390000,2.500000,0.074000,29,48,0.995280,3.320000,0.880000,12.400000,"red",7
6.500000,0.340000,0.270000,2.800000,0.067000,8,44,0.993840,3.210000,0.560000,12.000000,"red",6
7.600000,0.500000,0.290000,2.300000,0.086000,5,14,0.995020,3.320000,0.620000,11.500000,"red",6
9.200000,0.360000,0.340000,1.600000,0.062000,5,12,0.996670,3.200000,0.670000,10.500000,"red",6
7.100000,0.590000,0.000000,2.200000,0.078000,26,44,0.995220,3.420000,0.680000,10.800000,"red",6
9.700000,0.420000,0.460000,2.100000,0.074000,5,16,0.996490,3.270000,0.740000,12.300000,"red",6
7.600000,0.360000,0.310000,1.700000,0.079000,26,65,0.997160,3.460000,0.620000,9.500000,"red",6
7.600000,0.360000,0.310000,1.700000,0.079000,26,65,0.997160,3.460000,0.620000,9.500000,"red",6
6.500000,0.610000,0.000000,2.200000,0.095000,48,59,0.995410,3.610000,0.700000,11.500000,"red",6
6.500000,0.880000,0.030000,5.600000,0.079000,23,47,0.995720,3.580000,0.500000,11.200000,"red",4
7.100000,0.660000,0.000000,2.400000,0.052000,6,11,0.993180,3.350000,0.660000,12.700000,"red",7
5.600000,0.915000,0.000000,2.100000,0.041000,17,78,0.993460,3.680000,0.730000,11.400000,"red",5
8.200000,0.350000,0.330000,2.400000,0.076000,11,47,0.995990,3.270000,0.810000,11.000000,"red",6
8.200000,0.350000,0.330000,2.400000,0.076000,11,47,0.995990,3.270000,0.810000,11.000000,"red",6
9.800000,0.390000,0.430000,1.650000,0.068000,5,11,0.994780,3.190000,0.460000,11.400000,"red",5
10.200000,0.400000,0.400000,2.500000,0.068000,41,54,0.997540,3.380000,0.860000,10.500000,"red",6
6.800000,0.660000,0.070000,1.600000,0.070000,16,61,0.995720,3.290000,0.600000,9.300000,"red",5
6.700000,0.640000,0.230000,2.100000,0.080000,11,119,0.995380,3.360000,0.700000,10.900000,"red",5
7.000000,0.430000,0.300000,2.000000,0.085000,6,39,0.993460,3.330000,0.460000,11.900000,"red",6
6.600000,0.800000,0.030000,7.800000,0.079000,6,12,0.996300,3.520000,0.500000,12.200000,"red",5
7.000000,0.430000,0.300000,2.000000,0.085000,6,39,0.993460,3.330000,0.460000,11.900000,"red",6
6.700000,0.640000,0.230000,2.100000,0.080000,11,119,0.995380,3.360000,0.700000,10.900000,"red",5
8.800000,0.955000,0.050000,1.800000,0.075000,5,19,0.996160,3.300000,0.440000,9.600000,"red",4
9.100000,0.400000,0.570000,4.600000,0.080000,6,20,0.996520,3.280000,0.570000,12.500000,"red",6
6.500000,0.885000,0.000000,2.300000,0.166000,6,12,0.995510,3.560000,0.510000,10.800000,"red",5
7.200000,0.250000,0.370000,2.500000,0.063000,11,41,0.994390,3.520000,0.800000,12.400000,"red",7
6.400000,0.885000,0.000000,2.300000,0.166000,6,12,0.995510,3.560000,0.510000,10.800000,"red",5
7.000000,0.745000,0.120000,1.800000,0.114000,15,64,0.995880,3.220000,0.590000,9.500000,"red",6
6.200000,0.430000,0.220000,1.800000,0.078000,21,56,0.996330,3.520000,0.600000,9.500000,"red",6
7.900000,0.580000,0.230000,2.300000,0.076000,23,94,0.996860,3.210000,0.580000,9.500000,"red",6
7.700000,0.570000,0.210000,1.500000,0.069000,4,9,0.994580,3.160000,0.540000,9.800000,"red",6
7.700000,0.260000,0.260000,2.000000,0.052000,19,77,0.995100,3.150000,0.790000,10.900000,"red",6
7.900000,0.580000,0.230000,2.300000,0.076000,23,94,0.996860,3.210000,0.580000,9.500000,"red",6
7.700000,0.570000,0.210000,1.500000,0.069000,4,9,0.994580,3.160000,0.540000,9.800000,"red",6
7.900000,0.340000,0.360000,1.900000,0.065000,5,10,0.994190,3.270000,0.540000,11.200000,"red",7
8.600000,0.420000,0.390000,1.800000,0.068000,6,12,0.995160,3.350000,0.690000,11.700000,"red",8
9.900000,0.740000,0.190000,5.800000,0.111000,33,76,0.998780,3.140000,0.550000,9.400000,"red",5
7.200000,0.360000,0.460000,2.100000,0.074000,24,44,0.995340,3.400000,0.850000,11.000000,"red",7
7.200000,0.360000,0.460000,2.100000,0.074000,24,44,0.995340,3.400000,0.850000,11.000000,"red",7
7.200000,0.360000,0.460000,2.100000,0.074000,24,44,0.995340,3.400000,0.850000,11.000000,"red",7
9.900000,0.720000,0.550000,1.700000,0.136000,24,52,0.997520,3.350000,0.940000,10.000000,"red",5
7.200000,0.360000,0.460000,2.100000,0.074000,24,44,0.995340,3.400000,0.850000,11.000000,"red",7
6.200000,0.390000,0.430000,2.000000,0.071000,14,24,0.994280,3.450000,0.870000,11.200000,"red",7
6.800000,0.650000,0.020000,2.100000,0.078000,8,15,0.994980,3.350000,0.620000,10.400000,"red",6
6.600000,0.440000,0.150000,2.100000,0.076000,22,53,0.995700,3.320000,0.620000,9.300000,"red",5
6.800000,0.650000,0.020000,2.100000,0.078000,8,15,0.994980,3.350000,0.620000,10.400000,"red",6
9.600000,0.380000,0.420000,1.900000,0.071000,5,13,0.996590,3.150000,0.750000,10.500000,"red",6
10.200000,0.330000,0.460000,1.900000,0.081000,6,9,0.996280,3.100000,0.480000,10.400000,"red",6
8.800000,0.270000,0.460000,2.100000,0.095000,20,29,0.994880,3.260000,0.560000,11.300000,"red",6
7.900000,0.570000,0.310000,2.000000,0.079000,10,79,0.996770,3.290000,0.690000,9.500000,"red",6
8.200000,0.340000,0.370000,1.900000,0.057000,43,74,0.994080,3.230000,0.810000,12.000000,"red",6
8.200000,0.400000,0.310000,1.900000,0.082000,8,24,0.996000,3.240000,0.690000,10.600000,"red",6
9.000000,0.390000,0.400000,1.300000,0.044000,25,50,0.994780,3.200000,0.830000,10.900000,"red",6
10.900000,0.320000,0.520000,1.800000,0.132000,17,44,0.997340,3.280000,0.770000,11.500000,"red",6
10.900000,0.320000,0.520000,1.800000,0.132000,17,44,0.997340,3.280000,0.770000,11.500000,"red",6
8.100000,0.530000,0.220000,2.200000,0.078000,33,89,0.996780,3.260000,0.460000,9.600000,"red",6
10.500000,0.360000,0.470000,2.200000,0.074000,9,23,0.996380,3.230000,0.760000,12.000000,"red",6
12.600000,0.390000,0.490000,2.500000,0.080000,8,20,0.999200,3.070000,0.820000,10.300000,"red",6
9.200000,0.460000,0.230000,2.600000,0.091000,18,77,0.999220,3.150000,0.510000,9.400000,"red",5
7.500000,0.580000,0.030000,4.100000,0.080000,27,46,0.995920,3.020000,0.470000,9.200000,"red",5
9.000000,0.580000,0.250000,2.000000,0.104000,8,21,0.997690,3.270000,0.720000,9.600000,"red",5
5.100000,0.420000,0.000000,1.800000,0.044000,18,88,0.991570,3.680000,0.730000,13.600000,"red",7
7.600000,0.430000,0.290000,2.100000,0.075000,19,66,0.997180,3.400000,0.640000,9.500000,"red",5
7.700000,0.180000,0.340000,2.700000,0.066000,15,58,0.994700,3.370000,0.780000,11.800000,"red",6
7.800000,0.815000,0.010000,2.600000,0.074000,48,90,0.996210,3.380000,0.620000,10.800000,"red",5
7.600000,0.430000,0.290000,2.100000,0.075000,19,66,0.997180,3.400000,0.640000,9.500000,"red",5
10.200000,0.230000,0.370000,2.200000,0.057000,14,36,0.996140,3.230000,0.490000,9.300000,"red",4
7.100000,0.750000,0.010000,2.200000,0.059000,11,18,0.992420,3.390000,0.400000,12.800000,"red",6
6.000000,0.330000,0.320000,12.900000,0.054000,6,113,0.995720,3.300000,0.560000,11.500000,"red",4
7.800000,0.550000,0.000000,1.700000,0.070000,7,17,0.996590,3.260000,0.640000,9.400000,"red",6
7.100000,0.750000,0.010000,2.200000,0.059000,11,18,0.992420,3.390000,0.400000,12.800000,"red",6
8.100000,0.730000,0.000000,2.500000,0.081000,12,24,0.997980,3.380000,0.460000,9.600000,"red",4
6.500000,0.670000,0.000000,4.300000,0.057000,11,20,0.994880,3.450000,0.560000,11.800000,"red",4
7.500000,0.610000,0.200000,1.700000,0.076000,36,60,0.994940,3.100000,0.400000,9.300000,"red",5
9.800000,0.370000,0.390000,2.500000,0.079000,28,65,0.997290,3.160000,0.590000,9.800000,"red",5
9.000000,0.400000,0.410000,2.000000,0.058000,15,40,0.994140,3.220000,0.600000,12.200000,"red",6
8.300000,0.560000,0.220000,2.400000,0.082000,10,86,0.998300,3.370000,0.620000,9.500000,"red",5
5.900000,0.290000,0.250000,13.400000,0.067000,72,160,0.997210,3.330000,0.540000,10.300000,"red",6
7.400000,0.550000,0.190000,1.800000,0.082000,15,34,0.996550,3.490000,0.680000,10.500000,"red",5
7.400000,0.740000,0.070000,1.700000,0.086000,15,48,0.995020,3.120000,0.480000,10.000000,"red",5
7.400000,0.550000,0.190000,1.800000,0.082000,15,34,0.996550,3.490000,0.680000,10.500000,"red",5
6.900000,0.410000,0.330000,2.200000,0.081000,22,36,0.994900,3.410000,0.750000,11.100000,"red",6
7.100000,0.600000,0.010000,2.300000,0.079000,24,37,0.995140,3.400000,0.610000,10.900000,"red",6
7.100000,0.600000,0.010000,2.300000,0.079000,24,37,0.995140,3.400000,0.610000,10.900000,"red",6
7.500000,0.580000,0.140000,2.200000,0.077000,27,60,0.996300,3.280000,0.590000,9.800000,"red",5
7.100000,0.720000,0.000000,1.800000,0.123000,6,14,0.996270,3.450000,0.580000,9.800000,"red",5
7.900000,0.660000,0.000000,1.400000,0.096000,6,13,0.995690,3.430000,0.580000,9.500000,"red",5
7.800000,0.700000,0.060000,1.900000,0.079000,20,35,0.996280,3.400000,0.690000,10.900000,"red",5
6.100000,0.640000,0.020000,2.400000,0.069000,26,46,0.993580,3.470000,0.450000,11.000000,"red",5
7.500000,0.590000,0.220000,1.800000,0.082000,43,60,0.994990,3.100000,0.420000,9.200000,"red",5
7.000000,0.580000,0.280000,4.800000,0.085000,12,69,0.996330,3.320000,0.700000,11.000000,"red",6
6.800000,0.640000,0.000000,2.700000,0.123000,15,33,0.995380,3.440000,0.630000,11.300000,"red",6
6.800000,0.640000,0.000000,2.700000,0.123000,15,33,0.995380,3.440000,0.630000,11.300000,"red",6
8.600000,0.635000,0.680000,1.800000,0.403000,19,56,0.996320,3.020000,1.150000,9.300000,"red",5
6.300000,1.020000,0.000000,2.000000,0.083000,17,24,0.994370,3.590000,0.550000,11.200000,"red",4
9.800000,0.450000,0.380000,2.500000,0.081000,34,66,0.997260,3.150000,0.580000,9.800000,"red",5
8.200000,0.780000,0.000000,2.200000,0.089000,13,26,0.997800,3.370000,0.460000,9.600000,"red",4
8.500000,0.370000,0.320000,1.800000,0.066000,26,51,0.994560,3.380000,0.720000,11.800000,"red",6
7.200000,0.570000,0.050000,2.300000,0.081000,16,36,0.995640,3.380000,0.600000,10.300000,"red",6
7.200000,0.570000,0.050000,2.300000,0.081000,16,36,0.995640,3.380000,0.600000,10.300000,"red",6
10.400000,0.430000,0.500000,2.300000,0.068000,13,19,0.996000,3.100000,0.870000,11.400000,"red",6
